outcome,label,unit,contrast,n_grade4,n_grade8,grade4_mean_change,grade8_mean_change,mean_change_difference,ci_low,ci_high,t_statistic,df,p_value,hedges_g,significant
allocation_immediate,Immediate allocation,percentage points,grade_8_minus_grade_4,104,126,3.3198717948717986,9.103174603174606,5.783302808302808,1.460216948568957,10.106388668036658,2.6360783118826214,226.3661974984266,0.008967330389059211,0.34451183911773003,TRUE
allocation_long,Long-term allocation,percentage points,grade_8_minus_grade_4,104,126,-6.958012820512816,-5.166666666666663,1.7913461538461526,-3.6969647608070138,7.27965706849932,0.6437456098016056,193.4574017472272,0.5205028280776145,0.08695261863036448,FALSE
allocation_short,Short-term allocation,percentage points,grade_8_minus_grade_4,104,126,3.6381410256410294,-3.9365079365079323,-7.574648962148961,-12.429855644925855,-2.7194422793720676,-3.0764543639776063,199.12377500437194,0.0023893822067236926,-0.41380502304369016,TRUE
ln_k,ln(k),log units,grade_8_minus_grade_4,104,126,0.3666213383414798,0.7514081693691271,0.3847868310276473,-0.08651608702793011,0.8560897490832248,1.6087347498225122,227.52280944202687,0.10906101238927636,0.20947321310065978,FALSE
subjective_time,Subjective feeling of time passage,scale points,grade_8_minus_grade_4,104,126,-5.03525641025641,-3.579365079365081,1.4558913308913288,-3.0681927675074103,5.979975429290069,0.6343815644760699,210.49515841783057,0.5265206774902149,0.08454983275148249,FALSE
