participant_id,story_condition,gender,age_years,school_level,ses_hollingshead,ln_k_pre,ln_k_post,allocation_immediate_pre,allocation_immediate_post,allocation_short_pre,allocation_short_post,allocation_long_pre,allocation_long_post,subjective_time_pre,subjective_time_post
S1_D97B41C2,ant_and_grasshopper,male,,grade_4,52.45,-4.510355037782602,-7.981878878289828,0,0,33.33333333333333,0,66.66666666666666,100,16,20
S1_74AF4FCD,ant_and_grasshopper,female,10,grade_4,52,-7.981878878289828,-7.981878878289828,26.66666666666666,30,33.33333333333333,20,40,50,100,40
S1_FC7A901B,last_leaf_maple_valley,male,14,grade_8,55.5,-6.565166074925644,-5.196417130759268,50,50,16.66666666666666,20,33.33333333333333,30,58.33333333333334,41.66666666666666
S1_808F3964,last_leaf_maple_valley,female,14,grade_8,66,-3.827753274985775,-3.114494751207128,50,80,16.66666666666666,20,33.33333333333333,0,82,70
S1_F1D42670,last_leaf_maple_valley,female,14,grade_8,48.5,-7.269602145714807,0.3465735900161546,50,40,33.33333333333333,30,16.66666666666666,30,66.66666666666667,53.33333333333334
S1_4ED027CF,last_leaf_maple_valley,male,14,grade_8,49.5,-5.890288333444447,-7.981878878289828,33.33333333333333,50,50,0,16.66666666666666,50,33.66666666666666,40
S1_826AA50D,last_leaf_maple_valley,male,14,grade_8,48,-7.981878878289828,-7.277516909858038,33.33333333333333,25,33.33333333333333,25,33.33333333333333,50,40.33333333333334,30
S1_285B0FD4,last_leaf_maple_valley,male,14,grade_8,52,0.3465735900161546,0.3465735900161546,0,0,0,0,100,100,2,0
S1_B2C61CD3,ant_and_grasshopper,female,14,grade_8,69.5,-5.189860888331914,-5.196417130759268,33.33333333333333,30,0,0,66.66666666666666,70,18,10.33333333333333
S1_DB6540FE,ant_and_grasshopper,female,15,grade_8,59,-6.565166074925644,-5.196417130759268,33.33333333333333,50,33.33333333333333,30,33.33333333333333,20,70,48.66666666666666
S1_E0D4B16C,last_leaf_maple_valley,male,14,grade_8,53,-5.890288333444447,-4.503487716055282,33.33333333333333,60,16.66666666666666,20,50,20,53.33333333333334,49
S1_36A8E17F,ant_and_grasshopper,male,10,grade_4,64,-4.872443148424855,-1.732008995014391,20,20,13.33333333333333,20,66.66666666666666,60,40,66.66666666666667
S1_EB2E5C3D,ant_and_grasshopper,female,11,grade_4,69.5,-7.981878878289828,-7.981878878289828,10,30,40,20,50,50,39,49
S1_C5D6DBF8,last_leaf_maple_valley,female,14,grade_8,30,-3.825825722222956,-3.114494751207128,50,100,16.66666666666666,0,33.33333333333333,0,63.66666666666666,60
S1_FCFBBFE0,ant_and_grasshopper,male,14,grade_8,52,-7.269602145714807,-7.277516909858038,59.33333333333334,45,30.33333333333333,45,10.33333333333333,10,12.33333333333333,46
S1_BF05D736,ant_and_grasshopper,male,,grade_8,52.45,-7.981878878289828,-7.981878878289828,26.66666666666666,30,33.33333333333333,50,40,20,23.66666666666667,30
S1_D1B52E4D,last_leaf_maple_valley,male,14,grade_8,60.5,-6.565166074925644,-6.575336962689026,33.33333333333333,50,33.33333333333333,30,33.33333333333333,20,69.33333333333333,49.66666666666666
S1_0BC83859,ant_and_grasshopper,male,15,grade_8,47.5,-5.890288333444447,-6.575336962689026,33.33333333333333,90,50,10,16.66666666666666,0,42,53.66666666666666
S1_CB9C8693,last_leaf_maple_valley,female,14,grade_8,48,-5.890288333444447,-5.196417130759268,2,6,33.33333333333333,0,64.66666666666666,94,50,49.66666666666666
S1_F45526F4,last_leaf_maple_valley,female,13,grade_8,59,-6.917383481724136,-5.196417130759268,33.33333333333333,30,33.33333333333333,30,33.33333333333333,40,47,49.33333333333334
S1_D580C5A2,ant_and_grasshopper,male,10,grade_4,59,-7.981878878289828,-7.981878878289828,16.66666666666666,20,33.33333333333333,50,50,30,38.66666666666666,35
S1_5D3D5EC2,last_leaf_maple_valley,male,10,grade_4,73,-7.981878878289828,-7.277516909858038,8.33333333333333,10,8.33333333333333,20,83.33333333333334,70,62,42
S1_65973031,last_leaf_maple_valley,female,10,grade_4,55.5,-7.981878878289828,-7.981878878289828,6.66666666666666,0,26.66666666666666,0,66.66666666666666,100,52.66666666666666,53
S1_F8AEA4DB,last_leaf_maple_valley,male,10,grade_4,44,-5.879061289877479,-4.503004919706848,25,25,25,25,50,50,45,46.66666666666666
S1_E634230C,ant_and_grasshopper,male,15,grade_8,58.5,-7.981878878289828,-4.503004919706848,0.33333333333333,3,0.33333333333333,5,99.33333333333331,92,69.33333333333333,34.33333333333334
S1_47ABD64E,ant_and_grasshopper,male,10,grade_4,52,-7.981878878289828,-7.981878878289828,16.66666666666666,20,16.66666666666666,50,66.66666666666666,30,10,7.333333333333333
S1_AD1DCE63,ant_and_grasshopper,male,10,grade_4,50,-7.981878878289828,-7.981878878289828,33.33333333333333,25,33.33333333333333,25,33.33333333333333,50,97.33333333333331,100
S1_C6CFB675,ant_and_grasshopper,male,15,grade_8,71,-5.890288333444447,-5.196417130759268,16.66666666666666,50,33.33333333333333,0,50,50,66.66666666666667,55
S1_B897A7AC,ant_and_grasshopper,male,,grade_8,52.45,-3.129529941626674,-5.196417130759268,66.66666666666666,50,33.33333333333333,50,0,0,17.66666666666667,39
S1_DA4EBB73,ant_and_grasshopper,male,9,grade_4,52,0.3465735886019411,0.3465735900161546,19.96666666666666,39.89999999999999,13.3,50,66.73333333333333,10.09999999999999,28.33333333333333,29.66666666666667
S1_DA2ED3FA,ant_and_grasshopper,male,10,grade_4,62.5,-7.981878878289828,-7.981878878289828,16.66666666666666,10,33.33333333333333,80,50,10,6,6
S1_A1A0092C,ant_and_grasshopper,male,10,grade_4,51.5,-7.269602145714807,-7.981878878289828,23.33333333333333,42,63.33333333333333,50,13.33333333333333,8,7,6
S1_32FCB87E,last_leaf_maple_valley,male,14,grade_8,59,-4.16800694751055,-1.034981397739749,33.33333333333333,25,33.33333333333333,50,33.33333333333333,25,79.33333333333333,53
S1_991E8DB7,last_leaf_maple_valley,male,10,grade_4,57,-3.827753274985775,-2.427037096867398,33.33333333333333,40,30,30,36.66666666666666,30,82.33333333333333,58.66666666666666
S1_E10F5897,last_leaf_maple_valley,male,15,grade_8,37,-7.981878878289828,-7.981878878289828,16.66666666666666,30,33.33333333333333,20,50,50,32.33333333333334,52.66666666666666
S1_95484E91,last_leaf_maple_valley,female,16,grade_8,52,-7.981878878289828,-5.196417130759268,16.66666666666666,20,33.33333333333333,30,50,50,45,41.66666666666666
S1_DEC005FD,last_leaf_maple_valley,female,14,grade_8,59,-7.981878878289828,-7.981878878289828,5.33333333333333,26,41.33333333333333,56.00000000000001,53.33333333333334,18,63.33333333333334,48
S1_2430C81F,last_leaf_maple_valley,male,14,grade_8,27,-7.269602145714807,-5.196417130759268,0,20,16.66666666666666,20,83.33333333333334,60,45.66666666666666,29.33333333333333
S1_6C49F8C0,ant_and_grasshopper,female,10,grade_4,57,-7.981878878289828,-7.981878878289828,13.33333333333333,20,20,30,66.66666666666666,50,15,10
S1_62C2C0AB,last_leaf_maple_valley,female,14,grade_8,65,-3.827753274985775,-3.114494751207128,13.33333333333333,40,53.33333333333334,60,33.33333333333333,0,46,25.33333333333333
S1_92B36F52,ant_and_grasshopper,female,10,grade_4,23,-7.981878878289828,-7.981878878289828,16.66666666666666,20,33.33333333333333,50,50,30,6,6
S1_3A0EC772,last_leaf_maple_valley,male,10,grade_4,52,-5.907494423377738,-1.732008995014391,16.66666666666666,0,33.33333333333333,20,50,80,64.66666666666667,41
S1_BF2A6FDF,ant_and_grasshopper,male,10,grade_4,77,-7.981878878289828,-7.981878878289828,3.33333333333333,1,30,5,66.66666666666666,94,42.33333333333334,38
S1_4E8F40E9,ant_and_grasshopper,female,13,grade_8,52,-3.817628426476565,-2.429036590186741,76.66666666666667,80,16.66666666666666,10,6.66666666666666,10,52,80
S1_A1F2EC20,ant_and_grasshopper,female,14,grade_8,69.5,-5.890288333444447,-5.196417130759268,16.66666666666666,25,16.66666666666666,25,66.66666666666666,50,61.66666666666666,58.33333333333334
S1_042EFF23,last_leaf_maple_valley,male,10,grade_4,44,-3.129529941626674,-4.503487716055282,16.66666666666666,50,33.33333333333333,20,50,30,48.33333333333334,60.66666666666666
S1_8143BA63,last_leaf_maple_valley,male,14,grade_8,61,-6.565166074925644,-5.196417130759268,16.66666666666666,20,33.33333333333333,40,50,40,44.66666666666666,53
S1_AD21B28A,last_leaf_maple_valley,male,14,grade_8,30,-7.269602145714807,-7.981878878289828,50,50,16.66666666666666,20,33.33333333333333,30,43.66666666666666,46
S1_DA5713AC,ant_and_grasshopper,female,14,grade_8,52,-7.269602145714807,-5.196417130759268,23.33333333333333,30,26.66666666666666,20,50,50,39,38.33333333333334
S1_7EEB5BED,ant_and_grasshopper,female,10,grade_4,63,-5.907494423377738,-5.886103951450159,16.66666666666666,20,50,50,33.33333333333333,30,53.33333333333334,50.33333333333334
S1_FA4235EE,last_leaf_maple_valley,male,11,grade_4,55.5,-7.981878878289828,-7.981878878289828,33.33333333333333,20,33.33333333333333,50,33.33333333333333,30,67,49.66666666666666
S1_F1324642,last_leaf_maple_valley,male,14,grade_8,57.5,-6.565166074925644,-7.277516909858038,33.33333333333333,10,16.66666666666666,10,50,80,51.66666666666666,46.66666666666666
S1_2208DCB0,ant_and_grasshopper,female,14,grade_8,34,-5.192956770890214,-3.809592824009038,33.33333333333333,25,16.66666666666666,25,50,50,63.33333333333334,35
S1_2DD9BAAC,ant_and_grasshopper,female,10,grade_4,52,-7.981878878289828,-7.981878878289828,3.33333333333333,10,30,20,66.66666666666666,70,51,52.66666666666666
S1_E825EEE3,last_leaf_maple_valley,female,,grade_8,52.45,-5.203058278957988,-3.114494751207128,23.33333333333333,50,33.33333333333333,50,43.33333333333333,0,49.66666666666666,54
S1_F527355E,ant_and_grasshopper,female,14,grade_8,43.5,-5.192956770890214,-2.429036590186741,26.66666666666666,30,23.33333333333333,30,50,40,10,8.666666666666666
S1_930ADD8C,last_leaf_maple_valley,female,15,grade_8,50,-4.872443148424855,-5.886103951450159,50,65,16.66666666666666,15,33.33333333333333,20,65.33333333333333,64
S1_8FA7A26F,last_leaf_maple_valley,male,10,grade_4,71,-0.3386994119359323,-0.6931471805599453,30,50,50,40,20,10,8,13.33333333333333
S1_436B1C9D,last_leaf_maple_valley,female,10,grade_4,62.5,-7.981878878289828,0.3465735900161546,0,30,16.66666666666666,50,83.33333333333334,20,62,7
S1_6DA9D63C,ant_and_grasshopper,female,11,grade_4,59,-7.981878878289828,-7.981878878289828,16.66666666666666,10,26.66666666666666,10,56.66666666666666,80,38.33333333333334,26.33333333333333
S1_92B5A9DD,last_leaf_maple_valley,male,10,grade_4,52,-7.981878878289828,-7.981878878289828,50,40,16.66666666666666,10,33.33333333333333,50,60,45
S1_A147E898,ant_and_grasshopper,female,10,grade_4,62.5,-7.269602145714807,-6.575336962689026,16.66666666666666,20,33.33333333333333,30,50,50,32.33333333333334,43.33333333333334
S1_54AC4F61,last_leaf_maple_valley,female,10,grade_4,63,-7.981878878289828,-7.981878878289828,6.66666666666666,10,26.66666666666666,10,66.66666666666666,80,29,48
S1_078E98FA,last_leaf_maple_valley,male,11,grade_4,52,-7.981878878289828,-7.981878878289828,16.66666666666666,10,16.66666666666666,10,66.66666666666666,80,69.33333333333333,56.66666666666666
S1_4B68A503,last_leaf_maple_valley,female,10,grade_4,67,-7.269602145714807,-7.981878878289828,6.66666666666666,10,83.33333333333334,30,10,60,47.33333333333334,31
S1_998D7234,ant_and_grasshopper,female,14,grade_8,48,-6.565166074925644,-6.581810403950024,26.66666666666666,20,33.33333333333333,20,40,60,12.33333333333333,13.33333333333333
S1_1B51CBBF,last_leaf_maple_valley,male,13,grade_8,52,-9.210340371976182,-7.981878878289828,1.66666666666666,10,31.66666666666666,10,66.66666666666666,80,66.66666666666667,46.66666666666666
S1_C6536FDE,last_leaf_maple_valley,female,10,grade_4,52,-7.269602145714807,-6.575336962689026,16.66666666666666,20,50,0,33.33333333333333,80,55,33.33333333333334
S1_8C1649FC,last_leaf_maple_valley,male,10,grade_4,78,-5.890288333444447,-5.196417130759268,13.33333333333333,20,20,20,66.66666666666666,60,20,36.66666666666666
S1_48F0DBCB,last_leaf_maple_valley,female,10,grade_4,80.5,-7.981878878289828,-7.981878878289828,20,20,30,20,50,60,34.66666666666666,10
S1_CDE45E18,ant_and_grasshopper,male,14,grade_8,55,-7.981878878289828,-7.277516909858038,20,30,33.33333333333333,20,46.66666666666666,50,23.33333333333333,18.33333333333333
S1_6D1AA247,ant_and_grasshopper,female,9,grade_4,44,-4.136923474218398,-4.503004919706848,16.66666666666666,40,16.66666666666666,20,66.66666666666666,40,6.333333333333333,6
S1_DF44B9B7,last_leaf_maple_valley,male,14,grade_8,55.5,-6.565166074925644,-5.196417130759268,33.33333333333333,40,16.66666666666666,40,50,20,50,32
S1_333F8D0F,ant_and_grasshopper,female,,grade_8,52.45,-3.129529941626674,-1.034981397739749,16.66666666666666,50,50,30,33.33333333333333,20,28.66666666666667,30
S1_10DA49D5,last_leaf_maple_valley,female,,grade_8,52.45,-4.17014278049886,-3.809592824009038,33.33333333333333,50,33.33333333333333,30,33.33333333333333,20,52.33333333333334,54
S1_AF443106,last_leaf_maple_valley,female,10,grade_4,31,-7.981878878289828,-7.981878878289828,16.66666666666666,20,33.33333333333333,50,50,30,87,78.33333333333333
S1_89A0781B,ant_and_grasshopper,male,11,grade_4,52,-4.504834835349059,-3.80899121414539,16.66666666666666,25,16.66666666666666,25,66.66666666666666,50,61.66666666666666,50
S1_390CF4E3,ant_and_grasshopper,female,10,grade_4,52,-7.981878878289828,-7.981878878289828,6.66666666666666,15,16.66666666666666,25,76.66666666666667,60,55,53
S1_4741A9F5,last_leaf_maple_valley,female,10,grade_4,57.5,-7.981878878289828,-7.981878878289828,16.66666666666666,20,6.66666666666666,20,76.66666666666667,60,66.66666666666667,33.33333333333334
S1_6FB7489D,last_leaf_maple_valley,female,14,grade_8,68,-3.129529941626674,0.3465735900161546,66.66666666666666,70,33.33333333333333,30,0,0,73.33333333333333,50
S1_FCD604E0,ant_and_grasshopper,male,14,grade_8,59,-5.203058278957988,-4.503487716055282,50,50,25,25,25,25,16,15
S1_43EAAE53,last_leaf_maple_valley,male,13,grade_8,32.5,-4.490393709950342,-5.196417130759268,66.66666666666666,70,0,0,33.33333333333333,30,41.66666666666666,44.33333333333334
S1_EABA8375,ant_and_grasshopper,female,14,grade_8,46,-3.129529941626674,-1.739579462785862,66.66666666666666,100,16.66666666666666,0,16.66666666666666,0,66.66666666666667,38.66666666666666
S1_6AB58886,last_leaf_maple_valley,female,14,grade_8,23,-2.430062777767958,-1.739579462785862,50,30,50,50,0,20,65.66666666666667,58.33333333333334
S1_C94A5421,ant_and_grasshopper,male,14,grade_8,52.09999999999999,-7.269602145714807,-7.981878878289828,50,60,16.66666666666666,10,33.33333333333333,30,83.33333333333333,100
S1_402340D7,last_leaf_maple_valley,male,11,grade_4,52,-7.981878878289828,-7.277516909858038,33.33333333333333,20,16.66666666666666,30,50,50,50,38.33333333333334
S1_AD1D3902,ant_and_grasshopper,male,10,grade_4,52,-7.981878878289828,-7.981878878289828,30,20,3.33333333333333,0,66.66666666666666,80,76.66666666666667,71.66666666666667
S1_A605859F,last_leaf_maple_valley,female,10,grade_4,39,-7.981878878289828,-7.981878878289828,0,0,33.33333333333333,100,66.66666666666666,0,50,100
S1_F7D5BB81,last_leaf_maple_valley,male,10,grade_4,66,-6.565166074925644,-5.196417130759268,40,30,26.66666666666666,30,33.33333333333333,40,8,8.333333333333334
S1_3930E658,ant_and_grasshopper,male,14,grade_8,52,-7.981878878289828,-7.981878878289828,43.33333333333333,30,43.33333333333333,30,13.33333333333333,40,68.33333333333333,56.66666666666666
S1_23E2C202,ant_and_grasshopper,male,14,grade_8,50,-4.164525145902877,-5.196417130759268,33.33333333333333,25,33.33333333333333,25,33.33333333333333,50,6.666666666666667,6.333333333333333
S1_B9BA11FC,ant_and_grasshopper,female,14,grade_8,46.5,-3.129529941626674,-4.503487716055282,16.66666666666666,30,41.66666666666667,35,41.66666666666667,35,49,39.33333333333334
S1_0644E8E9,ant_and_grasshopper,female,14,grade_8,69.5,-7.981878878289828,-7.981878878289828,50,50,26.66666666666666,20,23.33333333333333,30,56.66666666666666,32.33333333333334
S1_B67EC7F2,last_leaf_maple_valley,male,10,grade_4,59,-7.981878878289828,-7.981878878289828,33.33333333333333,98,33.33333333333333,1,33.33333333333333,1,25,25
S1_555B482A,last_leaf_maple_valley,male,10,grade_4,52,-7.981878878289828,-7.981878878289828,16.66666666666666,10,16.66666666666666,15,66.66666666666666,75,74.66666666666667,50
S1_37437B5C,ant_and_grasshopper,female,,grade_8,52.45,-7.981878878289828,-7.981878878289828,6.66666666666666,10,26.66666666666666,30,66.66666666666666,60,22.33333333333333,16.33333333333333
S1_A1274CFF,last_leaf_maple_valley,male,10,grade_4,66,-7.981878878289828,-7.277516909858038,50,45,23.33333333333333,45,26.66666666666666,10,9.666666666666666,6.666666666666667
S1_61AD5AC5,last_leaf_maple_valley,female,10,grade_4,49.5,-7.981878878289828,-7.277516909858038,16.66666666666666,10,16.66666666666666,30,66.66666666666666,60,24.33333333333333,31.66666666666667
S1_2CBDB219,ant_and_grasshopper,male,14,grade_8,58,-7.981878878289828,-7.277516909858038,0,0,33.33333333333333,30,66.66666666666666,70,50.66666666666666,43
S1_4552A9E1,last_leaf_maple_valley,male,10,grade_4,74.5,-3.12890804941765,-5.196417130759268,16.66666666666666,10,33.33333333333333,40,50,50,67.33333333333333,18.66666666666667
S1_8F5DF986,last_leaf_maple_valley,male,10,grade_4,59,-7.981878878289828,-7.981878878289828,6.66666666666666,20,26.66666666666666,30,66.66666666666666,50,68.33333333333333,70
S1_DE9989EB,ant_and_grasshopper,male,14,grade_8,50,-6.565166074925644,-5.196417130759268,66,100,22.66666666666666,0,11.33333333333333,0,66.66666666666667,100
S1_06C1675E,ant_and_grasshopper,female,13,grade_8,67.5,-6.565166074925644,-4.503004919706848,33.33333333333333,30,20,30,46.66666666666666,40,48.33333333333334,36.66666666666666
S1_812FE375,ant_and_grasshopper,male,14,grade_8,59.5,-7.981878878289828,-7.981878878289828,33.33333333333333,50,33.33333333333333,30,33.33333333333333,20,48,47.66666666666666
S1_8E9D6A13,ant_and_grasshopper,male,10,grade_4,52,-4.872443148424855,-5.196417130759268,16.66666666666666,20,33.33333333333333,20,50,60,10,10
S1_9C3066E3,ant_and_grasshopper,female,14,grade_8,73,-4.867474092277174,-5.196417130759268,40,60,33.33333333333333,25,26.66666666666666,15,71.66666666666667,81.66666666666667
